fecha,act_sis,act_elec,e_disp,p_sist,f_prob
9/1/2024,,La estación presenta falla del sistema eléctrico comercial y posiblemente de la tarjeta de red del acelerógrafo.,Por fuera,Energía,2023-09-08
2024/1/18,Durante todo el 2023 la estación permaneció intermitente con gaps de varios días.,La estación presenta falla del sistema eléctrico comercial y posiblemente de la tarjeta de red del acelerógrafo.,Por fuera,Energía,2023-09-08
