fecha,act_sis,act_elec,e_disp,p_sist,f_prob
5/2/2024,"La estación tuvo buen comportamiento durante el mes de Enero, presenta algunos Gaps y Overlaps por temas de cobertura celular. Estos pueden estar entre unos 8 y 9 mensualmente (con duración de 10 s), lo cual se encuentra en un rango aceptable . Se debe determinar la razón de su salida a inicios del mes de febrero.",,Por fuera,Otro,2024-02-01
2024/3/6,"La estación estuvo por fuera durante los días 3 a 6 de febrero, después entró sin problema. Presenta algunos Gaps que puede que estén asociados a el internet que depende del acueducto donde esta instalada. Los Gaps están entre unos 8 y 9 mensualmente (10 s), algunos de varios días como el 21 y 22 de febrero.  Presenta ruido en altas frecuencias asociado a la ubicación del sensor.",,Intermitente,Comunicaciones,2024-02-01
