fecha,act_sis,act_elec,e_disp,p_sist,f_prob
9/1/2024,Presentaba buen funcionamiento hasta su salida el 15 de diciembre de 2023.,,Por fuera,Energía,2023-12-15
2024/1/9,Presentaba buen funcionamiento hasta su salida el 15 de diciembre de 2023.,"Presenta problemas de energía, las baterías no alcanzan a cargar en el día",Por fuera,Energía,2024-12-15
2024/1/15,,"Presenta problemas de energía, las baterías no alcanzan a cargar en el día",Bien,Instrumentación,2023-12-15
2024/1/15,,"Presenta problemas de energía, las baterías no alcanzan a cargar en el día",Bien,Instrumentación,2023-12-15
2024/1/17,,,Por fuera,Energía,2023-12-15
2024/1/17,,"Presenta problemas de energía, las baterías no alcanzan a cargar en el día",Por fuera,Energía,2023-12-15
