fecha,act_sis,act_elec,e_disp,p_sist,f_prob
26/1/2024,La estación se encuentra por fiera desde el 27 de diciembre de 2023.,,Por fuera,Otro,2023-12-27
2024/2/1,"La estación se encuentra por fuera desde el 27 de diciembre de 2023. Desde el 4 de diciembre de 2023 el promedio del espectro de ruido del acelerografo se encuentra 100 % por fuera de las curvas de Peterson, puede ser por el archivo de respuesta.",,Por fuera,Otro,2023-12-27
