fecha,act_sis,act_elec,e_disp,p_sist,f_prob
15/1/2024,"Desde el 18 de septiembre de2023 la estación permanece por fuera, ingresa por periodos de 12 horas hasta el 29 de noviembre que sale definitivamente, para por problemas electricos.",,Por fuera,Energía,2023-09-18
2024/1/15,"Desde el 18 de septiembre de2023 la estación permanece por fuera, ingresa por periodos de 12 horas hasta el 29 de noviembre que sale definitivamente, para por problemas electricos.","Tiene inconvenientes con el sistema de energía, aunque no se descarta alguna falla en las comunicaciones. La estación cuando ingresa tiene los parámetros óptimos en cuanto a comunicaciones, sin embargo, en la estación no tenemos lectura de los parámetros de energía para poder dar un diagnóstico más acertado.",Por fuera,Energía,2023-09-18
2024/1/23,"Desde el 18 de septiembre de 2023 la estación permanece por fuera, ingresa por periodos de 12 horas hasta el 29 de noviembre que sale definitivamente, para por problemas eléctricos.El sensor 00 registra con facilidad eventos cercanos, los lejanos con dificultad por la cantidad de ruido de la zona. Por favor validar el offset cuando se reestablezca la señal, ya que se vio una tendencia a la alta, en caso dado, realizar centrado de masas.","Tiene inconvenientes con el sistema de energía, aunque no se descarta alguna falla en las comunicaciones. La estación cuando ingresa tiene los parámetros óptimos en cuanto a comunicaciones, sin embargo, en la estación no tenemos lectura de los parámetros de energía para poder dar un diagnóstico más acertado.",Por fuera,Energía,2023-09-18
2024/1/23,"Desde el 18 de septiembre de 2023 la estación permanece por fuera, ingresa por periodos de 12 horas hasta el 29 de noviembre que sale definitivamente, para por problemas eléctricos.El sensor 00 registra con facilidad eventos cercanos, los lejanos con dificultad por la cantidad de ruido de la zona. Por favor validar el offset cuando se reestablezca la señal, ya que se vio una tendencia a la alta, en caso dado, realizar centrado de masas.","Tiene inconvenientes con el sistema de energía, aunque no se descarta alguna falla en las comunicaciones. La estación cuando ingresa tiene los parámetros óptimos en cuanto a comunicaciones, sin embargo, en la estación no tenemos lectura de los parámetros de energía para poder dar un diagnóstico más acertado.",Bien,Instrumentación,2023-09-18
2024/1/23,"Desde el 18 de septiembre de 2023 la estación permanece por fuera, ingresa por periodos de 12 horas hasta el 29 de noviembre que sale definitivamente, para por problemas eléctricos. El sensor 00 registra con facilidad eventos cercanos, los lejanos con dificultad por la cantidad de ruido de la zona. Por favor validar el offset del sensor 10 cuando se reestablezca la señal, ya que se vio una tendencia a la alta, en caso dado, realizar centrado de masas.","Tiene inconvenientes con el sistema de energía, aunque no se descarta alguna falla en las comunicaciones. La estación cuando ingresa tiene los parámetros óptimos en cuanto a comunicaciones, sin embargo, en la estación no tenemos lectura de los parámetros de energía para poder dar un diagnóstico más acertado.",Por fuera,Energía,2023-09-18
