fecha,act_sis,act_elec,e_disp,p_sist,f_prob
16/1/2024,La estación venia presentando intermitencia debido a posibles problemas de energía. la estación se encuentra por fuera desde el 01 de noviembre de 2023,,Por fuera,Energía,2024-01-16
2024/1/16,La estación venia presentando intermitencia debido a posibles problemas de energía. la estación se encuentra por fuera desde el 01 de noviembre de 2023,Johnnatan. Informa que esta estación está presentando fallas por energía.,Por fuera,Energía,2023-11-02
2024/2/2,"La estación presenta fallas en el acelerografó y en el sistema de energía, se necesita la visita de un eléctrico para revisar la acometida eléctrica. Sergio Jaramillo",Johnnatan. Informa que esta estación está presentando fallas por energía.,Intermitente,Energía,2024-11-29
