fecha,act_sis,act_elec,e_disp,p_sist,f_prob
1/10/2023,,"Problemas con el modem satelital, no tiene 
portadora.",Por fuera,Instrumentación,2023-09-09
2023/10/1,,"Problemas con el modem satelital, no tiene portadora.",Por fuera,Instrumentación,2023-09-09
2024/1/9,,"La estación presenta falla del sistema de comunicación satelital, posiblemente el módem, BUC y/o LNB satelital está averiado por alguna descarga eléctrica atmosférica o vandalismo.",Por fuera,Comunicaciones,2023-09-09
2024/2/6,,"La estación presenta falla del sistema de comunicación satelital, posiblemente el módem, BUC y/o LNB satelital está averiado por alguna descarga eléctrica atmosférica o vandalismo.",Por fuera,Instrumentación,2023-09-09
