fecha,act_sis,act_elec,e_disp,p_sist,f_prob
29/1/2024,,,Bien,ninguno,2024-01-29
2024/1/29,La estación presenta un buen funcionamiento.,,Bien,ninguno,2024-01-29
2024/1/29,La estación presenta un buen funcionamiento.,,Bien,ninguno,2024-01-29
