fecha,act_sis,act_elec,e_disp,p_sist,f_prob
17/1/2024,Sale estación CAP2 sensor .00 y .10 a las 12:04 UTC del 16/01/2024,,Por fuera,Comunicaciones,2024-01-16
2024/1/18,Ariel informa que la estación CAP2 presenta intermitencia por falla del servicio de la red de celular,,Intermitente,Comunicaciones,2024-01-16
