fecha,act_sis,act_elec,e_disp,p_sist,f_prob
30/11/2023,La estación presentaba buena funcionamiento y salen los sensores 00 y 10 a las 09:09 UTC del 24/11/2023,,Por fuera,Comunicaciones,2023-11-24
2023/11/30,La estación presentaba buena funcionamiento y salen los sensores 00 y 10 a las 09:09 UTC del 24/11/2023,Presenta problemas de comunicaciones probablemente falla del módem. obsv: Johnatan F.,Por fuera,Comunicaciones,2023-11-24
2024/1/22,"Obs1: NOR.[00, 10] sale a las 2024-01-11 07:13.  Andres nos comenta que tiene problemas de energía att Sebastian S.
",Presenta problemas de comunicaciones probablemente falla del módem. obsv: Johnatan F.,Intermitente,Energía,2024-01-12
2024/2/27,"Obs1: NOR.[00, 10] sale a las 2024-01-11 07:13.  Andres nos comenta que tiene problemas de energía att Sebastian S. ","Desde el 10 de enero de 2024, se recuperó la señal con el digitalizador, debido a una actualización del firmware, actualizando el GPS. La estación presenta intermitencia debido a que el banco de baterías durante la noche no está en la capacidad de mantener la carga, por lo que los equipos en la estación se apagan,.",Intermitente,Energía,2024-01-12
