fecha,act_sis,act_elec,e_disp,p_sist,f_prob
5/2/2024,,La estación esta en buen funcionamiento y permite el registro de eventos  sísmicos. ,Bien,ninguno,2024-02-05
2024/2/5,,La estación esta en buen funcionamiento y permite el registro de eventos  sísmicos. ,Bien,ninguno,2024-01-31
