fecha,act_sis,act_elec,e_disp,p_sist,f_prob
16/1/2024,"Desde el 10 de octubre de 2023 la estación salia en las noches por descarga de las baterias, hasta su salida el 11 de noviembre de 2023. ",,Intermitente,Energía,2023-11-11
2024/1/16,"Desde el 10 de octubre de 2023 la estación salia en las noches por descarga de las baterias, hasta su salida el 11 de noviembre de 2023. ",Hay problemas en las baterias y quedara por fuera.,Intermitente,Energía,2023-11-11
2024/1/18,La estación presentó fallos en sistema de energía presentando un corte en octubre y desconexión permanente desde el 15 de noviembre por problemas de baterías,Hay problemas en las baterias y quedara por fuera.,Por fuera,Comunicaciones,2023-11-15
