fecha,act_sis,act_elec,e_disp,p_sist,f_prob
26/1/2024,Estación CPTEJ 00.10 por fuera desde el 2024/01/20 12:19 UTC,,Por fuera,Comunicaciones,2024-01-22
2024/1/26,Estación CPTEJ 00.10 por fuera desde el 2024/01/20 12:19 UTC,Es posible que exista una falla en la conexión del cable de datos entre el modem y él acelerografo. También puede ser que el sistema de alimentación eléctrica al acelerografo este dañado o tenga alguna anomalía en su funcionamiento y no pueda energizar el equipo.  Atte. Ariel Portocarrero,Por fuera,Comunicaciones,2024-01-22
