fecha,act_sis,act_elec,e_disp,p_sist,f_prob
9/1/2024,,Falla del sistema de comunicación satelital.,Por fuera,Comunicaciones,2023-07-17
2024/1/12,Es necesario considerar si los equipos en esta estación se van a mantener en el centro poblado de la isla Gorgona o se mueven al sector del faro donde estaban ubicados en años anteriores cuando la estación se llamaba GR1C.,Falla del sistema de comunicación satelital.,Por fuera,Instrumentación,2023-07-17
