fecha,act_sis,act_elec,e_disp,p_sist,f_prob
9/1/2024,Presenta cortes de 2 a 9 horas no periodicos desde el 31 de diciembre de 2023.,,Intermitente,Energía,2023-12-30
2024/1/9,Presenta cortes de 2 a 9 horas no periodicos desde el 31 de diciembre de 2023.,"Se observa deficiencia periódica en el Eb/No (parámetro de calidad de la comunicación satelital, mide la relación señal a ruido) de la comunicación satelital, es probable que el feed tenga obstrucciones por inundación, vegetación o fauna en él. Informa: J.M. Solano",Intermitente,Energía,2023-12-30
