fecha,act_sis,act_elec,e_disp,p_sist,f_prob
15/1/2024,Desde el 14 de diciembre de 2023 empezó a salir en las noches hasta el día 20 de diciembre que salió de funcionamiento completamente.,,Por fuera,Energía,2023-12-20
2024/1/15,Desde el 14 de diciembre de 2023 empezó a salir en las noches hasta el día 20 de diciembre que salió de funcionamiento completamente.,la estación se ha estado apagando porque se esta descargando el banco de baterías por debajo de los 23 voltios.,Por fuera,Energía,2023-12-20
