fecha,act_sis,act_elec,e_disp,p_sist,f_prob
11/1/2024,,"La estación presenta fallas en la conexión del punto de red entre el equipo y el switch de la regional del OVS Manizales, nos informan el personal del grupo de electrónica que hubo un daño con un switch Core de la regional y posiblemente la conexión del equipo este en este dispositivo que se dañó. Informa: Ariel P.",Intermitente,Instrumentación,2023-12-14
2024/1/11,,"La estación presenta fallas por el sistema de comunicación o el sistema eléctrico. Posiblemente por una descarga eléctrica atmosférica, el modem de celular esté averiado, la instrumentación y/o el controlador solar. Informa: Ariel P.",Intermitente,Instrumentación,2023-12-14
2024/1/15,Desde el ingreso en tiempo real ha tenido cortes por días. ,"La estación presenta fallas por el sistema de comunicación o el sistema eléctrico. Posiblemente por una descarga eléctrica atmosférica, el modem de celular esté averiado, la instrumentación y/o el controlador solar. Informa: Ariel P.",Intermitente,Instrumentación,2023-12-14
